iterations,fitness,time,fevals
0,0.018960870609,1.64100001712e-05,11
10,0.0196583084659,4.59490001958e-05,21
20,0.0200635090565,7.36639995012e-05,31
30,0.0210681918139,0.000103201999082,41
40,0.0221021566693,0.000137480998092,51
50,0.0241661358862,0.000164830997164,61
60,0.0245619582658,0.000202027997148,71
70,0.0255212573554,0.000239953997152,81
80,0.0260203166155,0.000278244997389,91
90,0.0266664659461,0.000314346996674,101
100,0.0268284088442,0.000352637996912,111
110,0.0274541893951,0.000381811998523,121
120,0.0275929376089,0.000417549998019,131
130,0.0278262020682,0.000455839997812,141
140,0.0279596901664,0.000499235997268,151
150,0.0284229828704,0.000528409997059,161
160,0.0284229828704,0.000566699998672,171
170,0.028891346306,0.000596238998696,181
180,0.0290816353607,0.000664067998514,191
190,0.0292728693469,0.000696888997481,201
200,0.0292838232066,0.000741014997402,211
210,0.0296364988157,0.000767635998272,221
220,0.0301717089111,0.000832182999147,231
230,0.0303992841721,0.000862085998961,241
240,0.0306644262525,0.000892718999239,251
250,0.0309671174873,0.000937938999414,261
260,0.0310420121639,0.000973312000497,271
270,0.0311136814703,0.00100904999999,281
280,0.0313663769234,0.00104515300154,291
290,0.0313663769234,0.00108490200182,301
300,0.0314521005299,0.00111334600115,311
310,0.0317787877121,0.00115893000111,321
320,0.0318656841262,0.0012026910008,331
330,0.0320254312941,0.00125228600155,341
340,0.0321862187952,0.00129787000151,351
350,0.0325050155519,0.00133652500153,361
360,0.0328082233792,0.00137153400101,371
370,0.0337746637211,0.00140034300057,381
380,0.0342816392732,0.0014327989993,391
390,0.0342816392732,0.00147583099897,401
400,0.034703399415,0.00150865099749,411
410,0.034703399415,0.00155386999722,421
420,0.034703399415,0.00159799599714,431
430,0.034730920154,0.00163409799643,441
440,0.0348327332981,0.00167785899794,451
450,0.0348327332981,0.00172161999762,461
460,0.0348327332981,0.00176829799784,471
470,0.0348327332981,0.00180257699685,481
480,0.0348327332981,0.00183867899796,491
490,0.0349132457657,0.00188900399917,501
500,0.0349132457657,0.00192328399862,511
510,0.0349132457657,0.00196558599964,521
520,0.0349132457657,0.00201044099958,531
530,0.0349132457657,0.00205784799982,541
540,0.0349132457657,0.00210087999949,551
550,0.0349282033846,0.00215083999865,561
560,0.0349282033846,0.00220189399806,571
570,0.0351407936472,0.00225951299944,581
580,0.0352439163527,0.00230181499865,591
590,0.0352439163527,0.00234119999914,601
600,0.0352439163527,0.00237766699865,611
610,0.0352439163527,0.00241194599766,621
620,0.0352439163527,0.00244914199902,631
630,0.0352752997629,0.00250165499892,641
640,0.0352887517948,0.00255088599988,651
650,0.0352887517948,0.00260668099872,661
660,0.0352887517948,0.00265518199922,671
670,0.0354235571932,0.00270003699916,681
680,0.0354235571932,0.00274160999834,691
690,0.0354235571932,0.00279375799801,701
700,0.0354874624231,0.00284736499816,711
710,0.0355448621994,0.00288857299893,721
720,0.0355448621994,0.00293306300046,731
730,0.0355448621994,0.00300599699949,741
740,0.0356079543275,0.00305012299941,751
750,0.0356079543275,0.00309534299959,761
760,0.0356079543275,0.00314348000029,771
770,0.0356079543275,0.00319015800051,781
780,0.0358155510572,0.00322990700079,791
790,0.0358155510572,0.0032700210013,801
800,0.0358155510572,0.00330904099974,811
810,0.0358155510572,0.00336009500097,821
820,0.0360460442663,0.00340422100089,831
830,0.0360775152388,0.00345126399952,841
840,0.0360775152388,0.00349757699951,851
850,0.03655187157,0.00353367999924,861
860,0.03655187157,0.00358728599895,871
870,0.0365859222223,0.00363505799942,881
880,0.0367266645874,0.00367845399887,891
890,0.0368227358554,0.00372148499991,901
900,0.0368227358554,0.0037586819999,911
910,0.0368227358554,0.00379624300149,921
920,0.0368227358554,0.00384000400118,931
930,0.036830818008,0.00388704700163,941
940,0.0370357750896,0.00393080700269,951
950,0.0370357750896,0.00398040200344,961
960,0.0370357750896,0.00402452700291,971
970,0.0370357750896,0.00406208800268,981
980,0.0370357750896,0.004097826004,991
990,0.0370670507379,0.00413210500301,1001
1000,0.0371686064908,0.00416747800227,1011
1010,0.0371686064908,0.00420431000202,1021
1020,0.0371686064908,0.00427870400199,1031
1030,0.0372502150469,0.00432355900193,1041
1040,0.0372502150469,0.00437169600082,1051
1050,0.0372502150469,0.00440670399985,1061
1060,0.0372919463619,0.00445082899932,1071
1070,0.0372919463619,0.00451027099916,1081
1080,0.0372919463619,0.00455658499959,1091
1090,0.0374873340564,0.00459961700108,1101
1100,0.0374873340564,0.00464702400132,1111
1110,0.0375000228602,0.00469224300105,1121
1120,0.0375000228602,0.00473709800281,1131
1130,0.0375990159743,0.00476919000357,1141
1140,0.0379649268557,0.00482498500423,1151
1150,0.0379649268557,0.00486728700344,1161
1160,0.0379649268557,0.00490958900264,1171
1170,0.0389181968017,0.00495407900416,1181
1180,0.0392242329476,0.00498981700548,1191
1190,0.0392242329476,0.00503576500523,1201
1200,0.0392242329476,0.00506968000445,1211
1210,0.0392242329476,0.00510687700444,1221
1220,0.0392242329476,0.00514917900546,1231
1230,0.0392242329476,0.00519950300622,1241
1240,0.0392242329476,0.00523852300648,1251
1250,0.0392242329476,0.00528629500695,1261
1260,0.0392310949788,0.00533625500793,1271
1270,0.0393512796513,0.00538439200682,1281
1280,0.0393512796513,0.00545404500554,1291
1290,0.0393512796513,0.00550072300575,1301
1300,0.0393512796513,0.00554266000654,1311
1310,0.0393512796513,0.0055882440065,1321
1320,0.0393512796513,0.00563273400803,1331
1330,0.0393512796513,0.00567430700903,1341
1340,0.0393512796513,0.00571697400846,1351
1350,0.0393512796513,0.00575635900714,1361
1360,0.0393512796513,0.00579392000691,1371
1370,0.0393512796513,0.00584497400632,1381
1380,0.0393512796513,0.00589201600633,1391
1390,0.0393512796513,0.00594307000574,1401
1400,0.0393512796513,0.00598792500568,1411
1410,0.0393512796513,0.00604262600427,1421
1420,0.0393512796513,0.00608821000424,1431
1430,0.0393512796513,0.00613343000441,1441
1440,0.0393512796513,0.00617901400437,1451
1450,0.0393512796513,0.00622860900512,1461
1460,0.0393512796513,0.00627492200692,1471
1470,0.0393512796513,0.00631102400803,1481
1480,0.0393512796513,0.00635770200643,1491
1490,0.0393512796513,0.00640328600639,1501
1500,0.0393512796513,0.00645215200711,1511
1510,0.0393512796513,0.00649955900735,1521
1520,0.0393512796513,0.00654951900651,1531
1530,0.0393512796513,0.00660239600802,1541
1540,0.0393512796513,0.00664579200748,1551
1550,0.0393512796513,0.00668663500801,1561
1560,0.0393579491004,0.00672346700776,1571
1570,0.0405893013641,0.00676504000694,1581
1580,0.0405893013641,0.00681536400589,1591
1590,0.0405893013641,0.00686459500503,1601
1600,0.0405893013641,0.00691090800501,1611
1610,0.0405893013641,0.00694919900525,1621
1620,0.0405893013641,0.00700061800489,1631
1630,0.0407518716635,0.00705641300374,1641
1640,0.0407518716635,0.00710272600372,1651
1650,0.0407518716635,0.00714685200364,1661
1660,0.0407518716635,0.00719644700439,1671
1670,0.0407635133749,0.00724130100389,1681
1680,0.0408678921379,0.00727740400362,1691
1690,0.0412958218025,0.00732298800358,1701
1700,0.0412958218025,0.0073671140035,1711
1710,0.0412958218025,0.00740431100348,1721
1720,0.0412958218025,0.00744551900243,1731
1730,0.0412958218025,0.00751116000174,1741
1740,0.0415681418766,0.00755637900147,1751
1750,0.0416264606357,0.00759941000251,1761
1760,0.0416264606357,0.00764280600197,1771
1770,0.0416264606357,0.00767672000256,1781
1780,0.0416264606357,0.00771610500306,1791
1790,0.0422846371638,0.00778539200292,1801
1800,0.0422846371638,0.00783462300387,1811
1810,0.0422846371638,0.00787947800382,1821
1820,0.0422846371638,0.00792980300321,1831
1830,0.0422846371638,0.00796554100452,1841
1840,0.0422846371638,0.00800200800404,1851
1850,0.0422846371638,0.00804285200502,1861
1860,0.0422846371638,0.00807749600426,1871
1870,0.0422846371638,0.00811323400558,1881
1880,0.0424115856816,0.00815590000639,1891
1890,0.0424630624515,0.00820148400635,1901
1900,0.0424630624515,0.00824925600682,1911
1910,0.0424630624515,0.00828864100731,1921
1920,0.0424630624515,0.008332402007,1931
1930,0.0425518249637,0.0083747040062,1941
1940,0.0425518249637,0.00842284000646,1951
1950,0.0425518249637,0.00849212700632,1961
1960,0.0425518249637,0.0085420870073,1971
1970,0.0426381468786,0.00858621200678,1981
1980,0.0426381468786,0.00862887800758,1991
1990,0.0429875534201,0.00867045000814,2001
2000,0.0429875534201,0.00872150400937,2011
2010,0.0429875534201,0.00877219301037,2021
2020,0.0429875534201,0.00884585700987,2031
2030,0.0433197193677,0.00889217000986,2041
2040,0.0433197193677,0.00893009600986,2051
2050,0.0433197193677,0.00896692800961,2061
2060,0.0433197193677,0.00901397101006,2071
2070,0.0433197193677,0.00906867201047,2081
2080,0.0433197193677,0.0091138910102,2091
2090,0.0433197193677,0.00915765200989,2101
2100,0.0433197193677,0.0092087060093,2111
2110,0.0433197193677,0.00925064300827,2121
2120,0.0433197193677,0.00929002700832,2131
2130,0.0433197193677,0.0093316000075,2141
2140,0.0433268159809,0.00938411200877,2151
2150,0.0435205098605,0.00941912100825,2161
2160,0.0435205098605,0.00947090400769,2171
2170,0.0435205098605,0.00950919500792,2181
2180,0.0435205098605,0.00954675600769,2191
2190,0.0435205098605,0.00959817500734,2201
2200,0.044260033992,0.00964266500705,2211
2210,0.044260033992,0.00968934300727,2221
2220,0.044260033992,0.00974878500892,2231
2230,0.044260033992,0.00979947400992,2241
2240,0.044260033992,0.00984578700991,2251
2250,0.044260033992,0.00988991300983,2261
2260,0.044260033992,0.00992638000935,2271
2270,0.044260033992,0.00997524600825,2281
2280,0.044260033992,0.0100230180087,2291
2290,0.044260033992,0.0100645910097,2301
2300,0.044260033992,0.0101141860086,2311
2310,0.044260033992,0.0101499230077,2321
2320,0.044260033992,0.0101944130074,2331
2330,0.0442703023994,0.0102301510069,2341
2340,0.0442703023994,0.0102782880076,2351
2350,0.0442703023994,0.010327884007,2361
2360,0.0442703023994,0.0103731040053,2371
2370,0.0442703023994,0.0104154060064,2381
2380,0.0442703023994,0.0104598960061,2391
2390,0.0442703023994,0.0104989160063,2401
2400,0.0442703023994,0.0105328300051,2411
2410,0.0447079003577,0.0105769550064,2421
2420,0.0447079003577,0.0106254570073,2431
2430,0.0447079003577,0.0106812520062,2441
2440,0.0447079003577,0.0107231900074,2451
2450,0.0448613017329,0.0107585630067,2461
2460,0.0448613017329,0.0107943010062,2471
2470,0.0448887174112,0.0108431670069,2481
2480,0.0448887174112,0.0108927620076,2491
2490,0.0448887174112,0.0109321460077,2501
2500,0.0452781393714,0.0109773660079,2511
2510,0.0452781393714,0.0110182090084,2521
2520,0.0452781393714,0.0110630640083,2531
2530,0.0452781393714,0.0111071890096,2541
2540,0.0452781393714,0.0111527730096,2551
2550,0.0452781393714,0.0111983570096,2561
2560,0.0452781393714,0.01124612901,2571
2570,0.0452781393714,0.0112898900097,2581
2580,0.0452781393714,0.0113489670093,2591
2590,0.0453494687724,0.0113930930092,2601
2600,0.0453494687724,0.0114423240084,2611
2610,0.0453494687724,0.0114784270081,2621
2620,0.0453494687724,0.0115440680074,2631
2630,0.0453494687724,0.0115936630064,2641
2640,0.0453494687724,0.0116359650074,2651
2650,0.0456360641437,0.0116746200074,2661
2660,0.0456360641437,0.0117194740069,2671
2670,0.0456360641437,0.0117588590074,2681
2680,0.0456360641437,0.0117975140074,2691
2690,0.0456360641437,0.0118430980074,2701
2700,0.0456360641437,0.0118890470076,2711
2710,0.0456360641437,0.0119346310075,2721
2720,0.0456360641437,0.0119707330086,2731
2730,0.0464300296068,0.0120104830094,2741
2740,0.0464300296068,0.012056797008,2751
2750,0.0464300296068,0.0121034750082,2761
2760,0.0464300296068,0.0121384830072,2771
2770,0.0464300296068,0.0121727620062,2781
2780,0.0464549905049,0.0122085000057,2791
2790,0.0464549905049,0.012248978006,2801
2800,0.0464549905049,0.0123120660064,2811
