iterations,fitness,time,fevals
0,535.0,0.002773698,286
10,534.0,0.00662463700002,466
20,536.0,0.008954528,653
30,528.0,0.011079474,833
40,533.0,0.013656978,1021
50,524.0,0.015696955,1204
60,530.0,0.02072688,1393
70,526.0,0.023337569,1580
80,526.0,0.025301329,1770
90,529.0,0.028097272,1958
100,530.0,0.030463266,2147
110,530.0,0.032403323,2338
120,524.0,0.035705066,2521
130,522.0,0.037909874,2707
140,524.0,0.039682181,2892
150,522.0,0.041642295,3072
160,512.0,0.0504115700001,3251
170,512.0,0.0523228180001,3437
180,516.0,0.0543606070001,3627
190,516.0,0.0579982130001,3814
200,518.0,0.0601563430001,4002
210,518.0,0.0619581890001,4188
220,516.0,0.0643420520001,4371
230,516.0,0.066081538,4557
240,518.0,0.0681838740001,4742
250,516.0,0.0708540050001,4925
260,514.0,0.074267338,5113
270,516.0,0.07720915,5307
280,516.0,0.079095964,5484
290,518.0,0.082997957,5672
300,516.0,0.0853836430001,5863
310,518.0,0.0873937160001,6045
320,516.0,0.0930235270001,6232
330,520.0,0.0954398460001,6418
340,520.0,0.0973594810001,6612
350,516.0,0.100723948,6797
360,516.0,0.102666557,6978
370,514.0,0.104558841,7165
380,516.0,0.111358521,7352
390,518.0,0.116127705,7535
400,514.0,0.118193208,7724
410,516.0,0.120043191,7907
420,516.0,0.123300809,8093
430,516.0,0.125150427,8281
440,512.0,0.126589788,8473
450,514.0,0.129586301,8664
460,516.0,0.131737868,8855
470,514.0,0.134858004,9037
480,514.0,0.136811918,9224
490,512.0,0.138764009,9410
500,512.0,0.144667324,9597
510,514.0,0.146688338,9783
520,514.0,0.148164166,9968
530,514.0,0.151996142,10155
540,514.0,0.153465407,10340
550,516.0,0.156300369,10523
560,514.0,0.157861531,10711
570,514.0,0.159900779,10888
580,516.0,0.165024425,11076
590,514.0,0.172603774,11267
600,514.0,0.174480013,11450
610,516.0,0.176441221,11632
620,514.0,0.180012093,11818
630,514.0,0.182038942,12005
640,516.0,0.183912628,12184
650,514.0,0.188293436,12372
660,514.0,0.190679487,12564
670,516.0,0.192526917,12750
680,518.0,0.193926529,12941
690,518.0,0.196170722,13126
700,516.0,0.197635975,13315
710,516.0,0.199756545,13505
720,514.0,0.201420545,13692
730,516.0,0.203316476,13880
740,518.0,0.205276225,14069
750,516.0,0.20800762,14252
760,516.0,0.209749295,14441
770,518.0,0.211556976,14628
780,518.0,0.21365603,14815
790,520.0,0.215559255,15002
800,518.0,0.220387151,15188
810,520.0,0.222815504,15376
820,518.0,0.224715082,15562
830,518.0,0.226639094,15744
840,522.0,0.22856821,15934
850,522.0,0.233854864,16119
860,520.0,0.23854382,16306
870,522.0,0.240734772,16496
880,522.0,0.243568276,16679
890,520.0,0.245402213,16868
900,520.0,0.247250007,17050
910,524.0,0.251196126,17237
920,526.0,0.253110291,17420
930,520.0,0.254973037,17607
940,522.0,0.256999156,17792
950,518.0,0.261656386,17975
960,520.0,0.2664934,18163
970,522.0,0.268427987,18354
980,522.0,0.270409981,18538
990,524.0,0.272191405,18724
1000,522.0,0.274198561,18917
1010,524.0,0.280967973,19106
1020,524.0,0.283108964,19291
1030,526.0,0.28566714,19476
1040,526.0,0.287385476,19662
1050,526.0,0.290255082,19847
1060,526.0,0.295254375,20033
1070,524.0,0.29707956,20219
1080,524.0,0.298872289,20405
1090,524.0,0.302790328,20593
1100,522.0,0.30647133,20783
1110,524.0,0.308305267,20972
1120,526.0,0.310328104,21158
1130,526.0,0.314074748,21340
1140,528.0,0.31627591,21530
1150,528.0,0.319296855,21717
1160,528.0,0.321000969,21905
1170,530.0,0.325586359,22089
1180,528.0,0.329157595,22273
1190,532.0,0.331231486,22459
1200,530.0,0.3333805,22649
1210,530.0,0.33552842,22833
1220,532.0,0.340876704,23015
1230,530.0,0.342799621,23203
1240,530.0,0.344491336,23392
1250,530.0,0.34702435,23575
1260,530.0,0.349505216,23760
1270,530.0,0.351448555,23946
1280,530.0,0.355108042,24128
1290,530.0,0.357091494,24306
1300,534.0,0.359071665,24495
1310,532.0,0.360995676,24684
1320,532.0,0.363211425,24868
1330,532.0,0.365652541,25052
1340,532.0,0.367677566,25236
1350,530.0,0.369599389,25423
1360,532.0,0.371590499,25605
1370,530.0,0.373373382,25796
1380,530.0,0.377126224,25983
1390,536.0,0.379451375,26169
1400,532.0,0.38127182,26354
1410,534.0,0.383280435,26544
1420,532.0,0.387043489,26731
1430,528.0,0.389797129,26914
1440,532.0,0.397154028,27097
1450,532.0,0.400492968,27286
1460,534.0,0.402804991,27474
1470,534.0,0.404578028,27664
1480,534.0,0.406568045,27852
1490,534.0,0.408321025,28038
1500,538.0,0.410171737,28225
1510,536.0,0.411658141,28416
1520,530.0,0.413735315,28602
1530,534.0,0.41545438,28785
1540,534.0,0.417438562,28970
1550,532.0,0.419335952,29149
1560,532.0,0.421117376,29337
1570,534.0,0.423806834,29524
1580,532.0,0.428450572,29708
1590,533.0,0.433434548,29895
1600,536.0,0.435490205,30085
1610,533.0,0.437245373,30273
1620,534.0,0.439536974,30458
1630,534.0,0.441501829,30647
1640,536.0,0.44527947,30835
1650,534.0,0.451640813,31017
1660,534.0,0.453495901,31203
1670,534.0,0.455988801,31387
1680,534.0,0.457681245,31574
1690,532.0,0.460460413,31764
1700,532.0,0.466451979,31949
1710,532.0,0.470929426,32134
1720,532.0,0.476881608,32319
1730,532.0,0.480215078,32505
1740,532.0,0.484645847,32692
1750,532.0,0.486610337,32878
1760,534.0,0.489764752,33066
1770,534.0,0.491609994,33249
1780,532.0,0.493637937,33428
1790,534.0,0.496301139,33611
1800,534.0,0.500105035,33795
1810,536.0,0.50146271,33980
1820,536.0,0.503484088,34161
1830,540.0,0.505276817,34341
1840,536.0,0.508272235,34525
1850,536.0,0.513117271,34707
1860,536.0,0.519252883,34892
1870,540.0,0.521267333,35078
1880,540.0,0.524954535,35262
1890,536.0,0.526839891,35447
1900,536.0,0.528640642,35630
1910,534.0,0.530777257,35815
1920,532.0,0.5326101,36000
1930,532.0,0.536008846,36186
1940,530.0,0.539112572,36376
1950,532.0,0.541966497,36562
1960,534.0,0.54452358,36751
1970,536.0,0.546042804,36942
1980,534.0,0.547834804,37128
1990,534.0,0.550009709,37313
2000,532.0,0.555048022,37498
2010,532.0,0.558111999,37688
2020,532.0,0.559854404,37873
2030,532.0,0.561969868,38060
2040,532.0,0.563949309,38246
2050,534.0,0.565862745,38430
2060,532.0,0.568183519,38610
2070,532.0,0.573270333,38801
2080,532.0,0.574846811,38990
2090,534.0,0.576786503,39175
2100,534.0,0.580514912,39360
2110,536.0,0.582262786,39548
2120,536.0,0.584137202,39735
2130,534.0,0.586007606,39921
2140,534.0,0.588159173,40112
2150,536.0,0.590262968,40291
2160,536.0,0.592156711,40476
2170,538.0,0.596249064,40656
2180,538.0,0.598459343,40838
2190,538.0,0.600233109,41024
2200,542.0,0.603706612,41211
2210,538.0,0.605966486,41399
