iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0742840040692,0.0744546962509,0.0745024514471,0.887139605463,0.887253414264,0.887229910172,0.00534938147777,0.00801068090788,0.0042872454448,0.0205395370001
10,0.0742145271196,0.0744921679295,0.0744476936128,0.887253414264,0.887556904401,0.887472687546,0.00201477501679,0.00536912751678,0.0021528525296,0.235800364
20,0.0737063778712,0.0739375047275,0.0738941982204,0.887291350531,0.887556904401,0.887351298859,0,0.00269179004038,0,0.437174334
30,0.0737189871822,0.0738680363022,0.0739385944775,0.887291350531,0.887556904401,0.887472687546,0.00268546492111,0.00536912751678,0.00429645542427,0.647192778
40,0.0734440916753,0.0737426447652,0.0738640322603,0.886684370258,0.886646433991,0.886744355426,0.00267111853088,0.00267022696929,0.00213903743316,0.848177125
50,0.0742615424465,0.0746444112002,0.0746801992372,0.886949924127,0.886646433991,0.886865744113,0.00401069518717,0.00267022696929,0,1.064189598
60,0.0740584344168,0.0743145508708,0.0745153943972,0.887139605463,0.886646433991,0.887108521486,0.0152267461106,0.0105960264901,0.00852878464819,1.283191295
70,0.0700915923412,0.0702942558838,0.0702956542439,0.887632776935,0.887708649469,0.887472687546,0.0198544010589,0.0185676392573,0.0127795527157,1.488406031
80,0.0693189488129,0.0694725409912,0.0695662140479,0.887556904401,0.887253414264,0.887594076232,0.0172413793103,0.0158940397351,0.0127931769723,1.697501137
90,0.0638125497511,0.0639786861735,0.0641057167436,0.887405159332,0.887253414264,0.887594076232,0.00934579439252,0.0106524633822,0.00643776824034,1.893401252
100,0.0651597426468,0.0653244676736,0.0654704676961,0.887556904401,0.887405159332,0.888079630978,0.025,0.0262467191601,0.0253699788584,2.093964812
110,0.0662562439691,0.0666026915016,0.0665592690682,0.88782245827,0.887405159332,0.887958242292,0.0320785597381,0.0313315926893,0.0314795383001,2.327585852
120,0.0667521637362,0.0670216110518,0.0668737097965,0.887329286798,0.887556904401,0.887836853605,0.0106595602931,0.0106809078772,0.0149253731343,2.524482374
130,0.0667357936188,0.0669350661206,0.066829968234,0.887215477997,0.887405159332,0.888079630978,0.00933022325891,0.0106666666667,0.0191489361702,2.718962481
140,0.0677195532414,0.067949638986,0.0679998481459,0.887253414264,0.887405159332,0.887715464919,0.00335345405768,0.00268817204301,0.0085744908896,2.919802478
150,0.0670410994759,0.0673075515975,0.0674124609284,0.887253414264,0.887253414264,0.887229910172,0.00335345405768,0.00268456375839,0.00214822771214,3.132387566
160,0.0686902863723,0.0690984684416,0.0689972362784,0.88691198786,0.886949924127,0.886744355426,0,0,0,3.355252514
170,0.0697821410937,0.0702973447017,0.0700791539426,0.886722306525,0.886949924127,0.886744355426,0,0,0,3.569775743
180,0.0695024087649,0.0697946595806,0.0698335068448,0.88653262519,0.886798179059,0.886137411993,0.000668225860341,0,0,3.782254036
190,0.0709360907171,0.0713018656756,0.0712908180138,0.886646433991,0.886798179059,0.886501578053,0.00066889632107,0,0,4.01105093
200,0.0720919197371,0.0726116773723,0.0725476178634,0.884939301973,0.88497723824,0.884316581695,0.00197433366239,0.00263157894737,0,4.210733306
210,0.0734978724979,0.0737258494549,0.0738375014348,0.886077389985,0.886646433991,0.88589463462,0.00133022946458,0.00267022696929,0,4.410354621
220,0.0734278637207,0.0737122699669,0.0737211649626,0.885318664643,0.885735963581,0.884559359068,0.00132144037,0.00264900662252,0,4.618174837
230,0.0739760502196,0.0742209900573,0.0742327740511,0.885204855842,0.885432473445,0.884195193008,0.0013201320132,0.00264200792602,0,4.815465067
240,0.0747518994881,0.0748631572767,0.0750408899927,0.886153262519,0.885887708649,0.886016023307,0.000666000666001,0,0,5.023816699
250,0.0731991915208,0.0731415007056,0.0735377719458,0.886494688923,0.886646433991,0.88625880068,0.000668002672011,0,0,5.222540993
260,0.0847648183044,0.0845964931059,0.0848099041229,0.885546282246,0.885887708649,0.885651857247,0.000662471016893,0.0026525198939,0,5.449583954
270,0.0843262377865,0.0841614169084,0.0843635356814,0.886342943854,0.886342943854,0.88553046856,0.000667111407605,0.00266311584554,0,5.649147785
280,0.0892132101339,0.089249937412,0.0892958952033,0.884673748103,0.884825493171,0.883831026948,0.00131406044678,0.00262812089356,0,5.881736903
290,0.0775313684398,0.0775635480873,0.0775601080936,0.887329286798,0.887405159332,0.887351298859,0,0,0,6.112998502
300,0.0777356734716,0.0777641824832,0.0777261223846,0.887329286798,0.887405159332,0.887351298859,0,0,0,6.37876416
310,0.0783394918627,0.0784339265311,0.0783518261313,0.887329286798,0.887405159332,0.887351298859,0,0,0,6.604023295
320,0.0760636830001,0.0762591669728,0.0760001970804,0.887329286798,0.887405159332,0.887351298859,0,0,0,6.823288147
330,0.0778230563554,0.0779817903929,0.0777985544056,0.887329286798,0.887405159332,0.887351298859,0,0,0,7.032577169
340,0.078367829078,0.0784155330615,0.0783051594462,0.887329286798,0.887405159332,0.887351298859,0,0,0,7.274593069
