iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.108800798948,0.108485333981,0.108713629364,0.685773899848,0.686949924127,0.681961641175,0.148102437519,0.157615353205,0.141546526868,0.275176345
10,0.0697466344457,0.0695309391291,0.0699180307405,0.887329286798,0.887405159332,0.887351298859,0,0,0,3.768118585
20,0.0601351209548,0.0600151729115,0.0609051114071,0.887329286798,0.887405159332,0.887351298859,0,0,0,7.104293726
30,0.0595013845283,0.0589860942543,0.0590608287327,0.887291350531,0.887405159332,0.887351298859,0,0,0,10.418805942
40,0.0589707140716,0.0582114658149,0.0588438770136,0.886646433991,0.887253414264,0.887351298859,0.00133689839572,0.00268456375839,0.00642398286938,13.640850515
50,0.0586572557836,0.0583846765738,0.0588256965717,0.887329286798,0.887405159332,0.887351298859,0,0,0,16.765817144
60,0.0484470784051,0.048405776788,0.0487510007634,0.887329286798,0.887405159332,0.887351298859,0,0,0,20.048148204
70,0.0507043297659,0.0505427439458,0.0507577509432,0.887329286798,0.887405159332,0.887351298859,0,0,0,23.38933374
80,0.0483489387267,0.0482955176495,0.0486103546033,0.887329286798,0.887405159332,0.887351298859,0,0,0,26.776999901
90,0.05417235083,0.0540135418176,0.0543709736316,0.887329286798,0.887405159332,0.887351298859,0,0,0,30.133168597
100,0.0480649203928,0.0482229346074,0.0483418169047,0.887329286798,0.887405159332,0.887351298859,0,0,0,33.40835925
110,0.0486852275348,0.0483556202335,0.0486857400698,0.887329286798,0.887405159332,0.887351298859,0,0,0,36.617704992
120,0.0484991739981,0.0481990929252,0.0484346470578,0.887329286798,0.887405159332,0.887351298859,0,0,0,39.8001324
130,0.0489370243809,0.0489054326188,0.0494213635231,0.887329286798,0.887405159332,0.887351298859,0,0,0,42.98545961
140,0.0461590251779,0.0458952911163,0.0463368357553,0.887329286798,0.887405159332,0.887351298859,0,0,0,46.23317803
150,0.0486057933533,0.0485007138254,0.0486979366316,0.887329286798,0.887405159332,0.887351298859,0,0,0,49.317001457
160,0.0480290524571,0.0479641996884,0.04805701581,0.887329286798,0.887405159332,0.887351298859,0,0,0,52.503025384
170,0.0463880152967,0.0463561911044,0.0464246926516,0.887329286798,0.887405159332,0.887351298859,0,0,0,55.74302062
180,0.0468892350783,0.0461859431713,0.0473085206863,0.887329286798,0.887405159332,0.887351298859,0,0,0,59.032384528
190,0.0474573936923,0.0471449262592,0.0477809931344,0.887329286798,0.887405159332,0.887351298859,0,0,0,62.36534306
200,0.0492893362795,0.0489052679004,0.0494196397391,0.887329286798,0.887405159332,0.887351298859,0,0,0,65.539577699
210,0.0468308038191,0.0464527069765,0.0471738574147,0.887329286798,0.887405159332,0.887351298859,0,0,0,68.786911606
220,0.0467544195896,0.0463434991469,0.047023543811,0.887329286798,0.887405159332,0.887351298859,0,0,0,72.046532498
230,0.046677453192,0.0462724889429,0.0469194193316,0.887329286798,0.887405159332,0.887351298859,0,0,0,75.412751116
240,0.0467457331695,0.0463257994913,0.0471803351443,0.887329286798,0.887405159332,0.887351298859,0,0,0,78.571805612
250,0.0472378297721,0.0468541158382,0.0475612482078,0.887329286798,0.887405159332,0.887351298859,0,0,0,81.820026578
260,0.0466084629655,0.0462254377159,0.0468827455927,0.887329286798,0.887405159332,0.887351298859,0,0,0,85.088055868
270,0.046511905683,0.0462977771036,0.0467692040812,0.887329286798,0.887405159332,0.887351298859,0,0,0,88.47280945
280,0.0464933826799,0.0461733790077,0.0468301682427,0.887329286798,0.887405159332,0.887351298859,0,0,0,91.688895506
290,0.0466185945777,0.0463137738928,0.0469886762146,0.887329286798,0.887405159332,0.887351298859,0,0,0,94.843413282
300,0.0461997287907,0.0457877146181,0.0464778823669,0.887329286798,0.887405159332,0.887351298859,0,0,0,98.063735859
310,0.0462195379197,0.0459144089145,0.0465780849672,0.887329286798,0.887405159332,0.887351298859,0,0,0,101.3693103
320,0.0463548771316,0.0460518794815,0.04666473725,0.887329286798,0.887405159332,0.887351298859,0,0,0,104.738231735
330,0.0469290061823,0.0466620844424,0.0472126852237,0.887329286798,0.887405159332,0.887351298859,0,0,0,107.916048842
340,0.0466488074096,0.0462882821542,0.046948224675,0.887329286798,0.887405159332,0.887351298859,0,0,0,111.223339402
350,0.0464917336871,0.0461558894816,0.0467417349606,0.887329286798,0.887405159332,0.887351298859,0,0,0,114.638971145
360,0.0461551861723,0.045761646148,0.0465397269452,0.887329286798,0.887405159332,0.887351298859,0,0,0,117.878241561
370,0.0458627496711,0.0454862794673,0.0461313997598,0.887329286798,0.887405159332,0.887351298859,0,0,0,121.08100437
380,0.0468358205303,0.0466423685773,0.0471876578607,0.887329286798,0.887405159332,0.887351298859,0,0,0,124.356828381
390,0.0456564608324,0.0453620374414,0.0458169746034,0.887329286798,0.887405159332,0.887351298859,0,0,0,127.667281897
400,0.0462586084344,0.0459474757845,0.0465510074955,0.887329286798,0.887405159332,0.887351298859,0,0,0,131.035892914
410,0.0456691867597,0.0452936069772,0.0459545273901,0.887329286798,0.887405159332,0.887351298859,0,0,0,134.36862508
420,0.0469850445933,0.0466322441349,0.0472117553517,0.887329286798,0.887405159332,0.887351298859,0,0,0,137.68120682
430,0.0456816282246,0.0452893387247,0.0459313876255,0.887329286798,0.887405159332,0.887351298859,0,0,0,141.036490244
440,0.0465907865998,0.0462856380436,0.0468393090983,0.887329286798,0.887405159332,0.887351298859,0,0,0,144.259478337
450,0.0461246275406,0.0458108674796,0.046318450183,0.887329286798,0.887405159332,0.887351298859,0,0,0,147.450190235
460,0.0453901248239,0.0450351653391,0.0456410573059,0.887329286798,0.887405159332,0.887351298859,0,0,0,150.755235302
470,0.0456289887279,0.0452877603692,0.0458561601779,0.887329286798,0.887405159332,0.887351298859,0,0,0,153.900112197
480,0.0456944947449,0.045326897918,0.0460083442261,0.887329286798,0.887405159332,0.887351298859,0,0,0,157.124542526
490,0.0454558544148,0.0450901449896,0.0456446446782,0.887329286798,0.887405159332,0.887351298859,0,0,0,160.377656109
500,0.0465923439946,0.0462042055918,0.0467763887806,0.887329286798,0.887405159332,0.887351298859,0,0,0,163.719343681
510,0.0459576697797,0.045558299936,0.046173816639,0.887329286798,0.887405159332,0.887351298859,0,0,0,166.910824599
520,0.0454391944912,0.0451469286539,0.0456837369505,0.887329286798,0.887405159332,0.887351298859,0,0,0,170.178679903
530,0.0458536141945,0.0454844849098,0.0460363422813,0.887329286798,0.887405159332,0.887351298859,0,0,0,173.3745233
540,0.047086965571,0.0467209767239,0.0473071195829,0.887329286798,0.887405159332,0.887351298859,0,0,0,176.753175803
550,0.0459928661238,0.045597902716,0.0461724323139,0.887329286798,0.887405159332,0.887351298859,0,0,0,180.021803451
560,0.0459842337295,0.0456447601759,0.0462017014645,0.887329286798,0.887405159332,0.887351298859,0,0,0,183.318532092
570,0.0460111252519,0.0456682038126,0.0461832265034,0.887329286798,0.887405159332,0.887351298859,0,0,0,186.539642339
580,0.0472166854698,0.0469658693504,0.0472571345376,0.887329286798,0.887405159332,0.887351298859,0,0,0,189.802054192
