iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.082841711781,0.0827850456603,0.0825535185873,0.859484066768,0.857663125948,0.857732459335,0.171364653244,0.153429602888,0.165242165242,0.477586834
10,0.0836821709963,0.0838399710476,0.0837897963015,0.880197268589,0.879817905918,0.879946588978,0.0700824499411,0.063829787234,0.0661000944287,4.92489923001
20,0.071118192684,0.0706702031691,0.0711378088102,0.887329286798,0.887405159332,0.887351298859,0,0,0,9.25153338101
30,0.0614810600173,0.0614505036744,0.0613866943407,0.887329286798,0.887405159332,0.887351298859,0,0,0,13.717728211
40,0.0609271114683,0.0608908810354,0.0608201057765,0.887329286798,0.887405159332,0.887351298859,0,0,0,18.155065547
50,0.0642683319724,0.0644304694059,0.0640862242455,0.887329286798,0.887405159332,0.887351298859,0,0,0,22.590223559
60,0.0515678555105,0.0516360844589,0.0513939732475,0.887329286798,0.887405159332,0.887351298859,0,0,0,26.917729696
70,0.0517713305659,0.0518204557678,0.0515817071279,0.887329286798,0.887405159332,0.887351298859,0,0,0,31.138834581
80,0.0577986072883,0.0577045238963,0.0575963296249,0.887329286798,0.887405159332,0.887351298859,0,0,0,35.377843117
90,0.0552848046935,0.0550497193665,0.0549335369185,0.887329286798,0.887405159332,0.887351298859,0,0,0,39.566256124
100,0.0554910810558,0.055422932983,0.0552914339516,0.887329286798,0.887405159332,0.887351298859,0,0,0,43.774424573
110,0.0504414831995,0.0505303899069,0.0503316125238,0.887329286798,0.887405159332,0.887351298859,0,0,0,48.238623008
120,0.0540020849143,0.0538833437851,0.0536183482745,0.887329286798,0.887405159332,0.887351298859,0,0,0,52.56639383
130,0.0554014448726,0.0554605198592,0.0550964554396,0.887329286798,0.887405159332,0.887351298859,0,0,0,57.06475985
140,0.0507924828957,0.0507527148388,0.0505615125815,0.887329286798,0.887405159332,0.887351298859,0,0,0,61.424478564
150,0.0507177637438,0.0508102466614,0.050479108665,0.887329286798,0.887405159332,0.887351298859,0,0,0,65.798917031
160,0.0530528028083,0.0530343638678,0.0527826050236,0.887329286798,0.887405159332,0.887351298859,0,0,0,70.23927118
170,0.0515216129178,0.0515249217355,0.0513211663491,0.887329286798,0.887405159332,0.887351298859,0,0,0,74.468715992
180,0.0511152109824,0.0511042341896,0.0508879062783,0.887329286798,0.887405159332,0.887351298859,0,0,0,78.788629505
190,0.0520679816795,0.0519997282504,0.051839435359,0.887329286798,0.887405159332,0.887351298859,0,0,0,83.152476926
200,0.0508345648678,0.0508584036419,0.0506099869141,0.887329286798,0.887405159332,0.887351298859,0,0,0,87.571188847
210,0.0516423011005,0.0516571717426,0.0514092558145,0.887329286798,0.887405159332,0.887351298859,0,0,0,91.823267954
220,0.0506761441437,0.0506676816206,0.0504857045727,0.887329286798,0.887405159332,0.887351298859,0,0,0,96.367798812
230,0.0501877698099,0.0502379447459,0.0499541344939,0.887329286798,0.887405159332,0.887351298859,0,0,0,100.739247034
240,0.0511590121839,0.0511988511507,0.0508493181232,0.887329286798,0.887405159332,0.887351298859,0,0,0,105.098005367
250,0.0511098421565,0.0510767500321,0.0508562557022,0.887329286798,0.887405159332,0.887351298859,0,0,0,109.534070366
260,0.0508659845219,0.0509898470086,0.0506506264311,0.887329286798,0.887405159332,0.887351298859,0,0,0,113.861057095
270,0.0511082573522,0.0511452554965,0.0508870364034,0.887329286798,0.887405159332,0.887351298859,0,0,0,118.060441315
280,0.0515304571463,0.0515909358067,0.051238325798,0.887329286798,0.887405159332,0.887351298859,0,0,0,122.267556128
290,0.0514161336403,0.0513117435454,0.0511598263225,0.887556904401,0.888163884674,0.888079630978,0.0172413793103,0.0212483399734,0.0191489361702,126.741221715
300,0.0499126945037,0.0500006381065,0.0497462280588,0.887329286798,0.887405159332,0.887351298859,0,0,0,131.077158481
310,0.0506610023321,0.0506687157381,0.050462973738,0.887329286798,0.887405159332,0.887351298859,0,0,0,135.513560981
320,0.0499096855912,0.0498794907481,0.0497385859423,0.887329286798,0.887405159332,0.887351298859,0,0,0,139.895653903
330,0.0500184889629,0.0501659811417,0.0497810862963,0.887329286798,0.887405159332,0.887351298859,0,0,0,144.316242901
340,0.0503735145123,0.0504407235251,0.0501981884266,0.887329286798,0.887405159332,0.887351298859,0,0,0,148.547965911
350,0.0500963303165,0.0501365938311,0.0498862761504,0.887329286798,0.887405159332,0.887351298859,0,0,0,152.803019421
360,0.0504510540405,0.0505702604299,0.0501465259886,0.887329286798,0.887405159332,0.887351298859,0,0,0,157.100010705
370,0.0496300906455,0.0497385852878,0.0494214144684,0.887329286798,0.887405159332,0.887351298859,0,0,0,161.464858878
380,0.0504420755223,0.0504886263162,0.0502274963664,0.887329286798,0.887405159332,0.887351298859,0,0,0,165.782423423
390,0.0518594051459,0.0519265268247,0.0515945668227,0.887329286798,0.887405159332,0.887351298859,0,0,0,170.097728932
400,0.0515261321099,0.0515971616835,0.0512624937691,0.887329286798,0.887405159332,0.887351298859,0,0,0,174.57501148
